id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at
2509791296,https://www.vivareal.com.br/imovel/apartamento-2-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-94m2-aluguel-RS6000-id-2509791296/,"Apartamento com 2 Quartos para Aluguel, 94m²","Avenida Bartolomeu Mitre - Leblon, Rio de Janeiro - RJ",94,2 Quartos,3 Banheiros,2 Vagas,"Salão de festas
Academia
Piscina",R$ 6.000 /mês,R$ 1.500,Leblon,2021-09-03 18:35
2500498577,https://www.vivareal.com.br/imovel/apartamento-2-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-74m2-venda-RS620000-id-2500498577/,Apartamento com 2 Quartos à Venda/Aluguel 74m²,"Rua Rainha Guilhermina, 131 - Leblon, Rio de Janeiro - RJ",74,2 Quartos,1 Banheiro,1 Vaga,"Condomínio fechado
Portão eletrônico","R$ 3.700 /mês
R$ 620.000",,Leblon,2021-09-03 18:35
2520309517,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-301m2-aluguel-RS13000-id-2520309517/,"Apartamento com 3 Quartos para Aluguel, 301m²","Rua Almirante Pereira Guimarães, 43 - Leblon, Rio de Janeiro - RJ",301,3 Quartos,3 Banheiros,2 Vagas,"Elevador
Ar-condicionado
Área de serviço
Cozinha
Interfone
...",R$ 13.000 /mês,R$ 3.500,Leblon,2021-09-03 18:35
2531397053,https://www.vivareal.com.br/imovel/apartamento-1-quartos-leblon-zona-sul-rio-de-janeiro-55m2-aluguel-RS2950-id-2531397053/,"Apartamento com Quarto para Aluguel, 55m²","Leblon, Rio de Janeiro - RJ",55,1 Quarto,1 Banheiro,-- Vaga,,R$ 2.950 /mês,R$ 690,Leblon,2021-09-03 18:35
2527528800,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-85m2-aluguel-RS3950-id-2527528800/,"Apartamento com 3 Quartos para Aluguel, 85m²","Avenida Bartolomeu Mitre, 537 - Leblon, Rio de Janeiro - RJ",85,3 Quartos,1 Banheiro,1 Vaga,,R$ 3.950 /mês,R$ 1.445,Leblon,2021-09-03 18:35
2527434788,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-150m2-aluguel-RS8000-id-2527434788/,"Apartamento com 3 Quartos para Aluguel, 150m²","Avenida Ataulfo de Paiva - Leblon, Rio de Janeiro - RJ",150,3 Quartos,3 Banheiros,1 Vaga,"Entrada de serviço
Elevador
Portão eletrônico
Área de serviço",R$ 8.000 /mês,R$ 2.500,Leblon,2021-09-03 18:35
2526021812,https://www.vivareal.com.br/imovel/apartamento-4-quartos-leblon-zona-sul-rio-de-janeiro-com-garagem-250m2-aluguel-RS25000-id-2526021812/,"Apartamento com 4 Quartos para Aluguel, 250m²","Leblon, Rio de Janeiro - RJ",250,4 Quartos,5 Banheiros,1 Vaga,"Elevador
Condomínio fechado
Aceita animais
Ar-condicionado
Portaria 24h
...",R$ 25.000 /mês,R$ 4.000,Leblon,2021-09-03 18:35
2528237675,https://www.vivareal.com.br/imovel/apartamento-1-quartos-leblon-zona-sul-rio-de-janeiro-25m2-aluguel-RS2200-id-2528237675/,"Apartamento com Quarto para Aluguel, 25m²","Rua Dias Ferreira - Leblon, Rio de Janeiro - RJ",25,1 Quarto,1 Banheiro,-- Vaga,"TV a cabo
Interfone
Mobiliado
Armário na cozinha
Ar-condicionado",R$ 2.200 /mês,R$ 536,Leblon,2021-09-03 18:35
2526738964,https://www.vivareal.com.br/imovel/apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-68m2-venda-RS1700000-id-2526738964/,Apartamento com 3 Quartos para Venda/Aluguel 68m²,"Avenida Niemeyer - Leblon, Rio de Janeiro - RJ",68,3 Quartos,1 Banheiro,-- Vaga,,"R$ 4.500 /mês
R$ 1.700.000",R$ 1.300,Leblon,2021-09-03 18:35
2530216361,https://www.vivareal.com.br/imovel/apartamento-2-quartos-leblon-zona-sul-rio-de-janeiro-120m2-aluguel-RS4000-id-2530216361/,"Apartamento com 2 Quartos para Aluguel, 120m²","Rua Desembargador Alfredo Russel - Leblon, Rio de Janeiro - RJ",120,2 Quartos,1 Banheiro,-- Vaga,"Interfone
Armário na cozinha
Ar-condicionado
Área de serviço",R$ 4.000 /mês,R$ 610,Leblon,2021-09-03 18:35
